Name,Energy,Fat,Saturated_fat,Carbohydrate,Sugars,Fiber,Proteins,Salt,Sodium,Alcohol,Zinc,Magnesium,Omega3,Score,Img
Wasabi powder — S & B — 30 grams,1686 kj(403 kcal),"6,5 g","0,6 g","70,1 g","25,6 g",Na,"15,9 g","0,13 g","0,051 g",Na,Na,Na,Na,Na,_49181173_front_es.3.200.jpg
Judía redonda — Eroski — 250 gr,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_001_8646_front_es.3.200.jpg
Tortitas Panquecas — Brioche Pasquier — 280 g (8 * 35 g),1477 kj(353 kcal),15 g,"2,3 g",47 g,25 g,Na,"5,8 g","1,4 g","0,551 g",Na,Na,Na,Na,D,_841_070_601_0340_front_fr.4.200.jpg
8437000140368,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_700_014_0368_front_fr.3.200.jpg
Xampinyons — Condis — 1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_676_512_0289_front_en.3.200.jpg
Olives — Verdes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_655_186_5898_front_fr.3.200.jpg
Pechuga de pavo braseado — Campofrío,356 kj(85 kcal),1 g,"0,3 g",3 g,3 g,Na,16 g,"2,3 g","0,906 g",Na,Na,Na,Na,Na,Na
Yaourt naturel écrémé de chèvre — Auchan — 420 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_701_279_9219_front_fr.7.200.jpg
8411778164108,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_177_816_4108_front_es.3.200.jpg
"Don Simón, funciona max",96 kj(23 kcal),0 g,0 g,"5,3 g","5,3 g",Na,"0,5 g","0,1 g","0,039 g",Na,Na,Na,Na,D,_841_026_164_0235_front_es.6.200.jpg
Hoisin Sauce 525 g Hoi Sin Flying Goose — Flying Goose Brand — 455 ml,996 kj(238 kcal),"1,9 g","0,3 g",53 g,49 g,Na,"2,3 g","7,8 g","3,071 g",Na,Na,Na,Na,Na,_008_766_605_2949_front_es.3.200.jpg
Café Molido natural — Tirma — 250 g ℮,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_008_581_1200_front_es.7.200.jpg
Moutarde de Dijon — Duc De Coeur — 200g,623 kj(149 kcal),"11,5 g","0,8 g","3,2 g","2,7 g",Na,"7,2 g","6,4 g","2,52 g",Na,Na,Na,Na,D,_20201838_front_en.10.200.jpg
flakes copos de waíz tostado — Coviran — 500 g,6627 kj(1584 kcal),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_282_314_1739_front_es.5.200.jpg
the — pukka,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_506_022_901_1473_front_en.5.200.jpg
8425469002402,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Fuet Espetec Extra — Casa taradellas — 300 g,1749 kj(418 kcal),34 g,"13,3 g","1,4 g","1,4 g",Na,"27,5 g",0 g,0 g,Na,Na,Na,Na,D,_848_000_055_1085_front_es.21.200.jpg
8423958000311,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Yogur natural con azucar de caña — Milsani — 6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24068000_front_fr.3.200.jpg
yogurt ferm — Ametller Origen — 125 g,339 kj(81 kcal),"4,2 g","2,9 g","5,5 g","4,5 g",Na,"5,3 g","0,32 g","0,126 g",Na,Na,Na,Na,Na,_843_701_306_1759_front_en.4.200.jpg
Chocolate extrafino negro mini tabletas — Hacendado — 200g,2423 kj(579 kcal),44 g,27 g,33 g,29 g,11 g,"7,4 g","0,01 g","0,004 g",Na,Na,Na,Na,Na,_848_000_012_1158_front_es.10.200.jpg
2 demi baguettes — jacquet,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_302_933_003_1055_front_es.6.200.jpg
yogurt desnatat — ametller — 125g,222 kj(53 kcal),"0,3 g","0,1 g","7,1 g","5,7 g","1,1 g",5 g,"0,09 g","0,035 g",Na,Na,Na,Na,Na,Na
Tosta Rica Oceanix — 115g,2121 kj(507 kcal),24 g,14 g,65 g,38 g,1 g,7 g,0 g,0 g,Na,Na,Na,Na,E,_843_416_545_9519_front_es.16.200.jpg
Tropifrutti — Haribo — 100g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_661_700_2534_front_en.3.200.jpg
Agua mineral natural — Bezoya — 50 cl,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_012_816_0319_front_es.5.200.jpg
Batido de cacao — Dia,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_705_7167_front_es.7.200.jpg
Garbanzos — La Asturiana — 400g,377 kj(90 kcal),"2,2 g","0,5 g","9,5 g","0,7 g",Na,"5,5 g","0,9 g","0,354 g",Na,Na,Na,Na,Na,_841_013_313_9911_front_es.3.200.jpg
guisantes muy finos spar — 150g,368 kj(88 kcal),"0,8 g","0,3 g",12 g,"1,7 g","5,7 g","5,4 g","0,59 g","0,232 g",Na,Na,Na,Na,Na,_848_001_302_2022_front_es.4.200.jpg
"Refresco de limón sin gas — Schweppes — 1,5 l",167 kj(40 kcal),0 g,0 g,"9,5 g","9,2 g",Na,0 g,"0,3 g","0,118 g",Na,Na,Na,Na,E,_841_180_037_6554_front_es.6.200.jpg
Mejillones en escabeche con aceite de oliva 27% — Hacendado — 111g,808 kj(193 kcal),14 g,"1,9 g","4,1 g","0,5 g",Na,13 g,"1,1 g","0,433 g",Na,Na,Na,Na,Na,_848_000_018_6010_front_es.3.200.jpg
Esparragos — El Cidacos — 200,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_365_310_6417_front_fr.3.200.jpg
"Ajos ""Carrefour"" Morado — 250 g",42 kj(10 kcal),3 g,2 g,2 g,2 g,Na,2 g,2 g,"0,787 g",Na,Na,Na,Na,C,_843_187_608_2883_front_es.3.200.jpg
24001632,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24001632_front_en.6.200.jpg
Anitin HACENDADO — 250 g,1778 kj(425 kcal),13 g,"1,6 g",8 g,"3,8 g","6,8 g","13,8 g","1,4 g","0,551 g",Na,Na,Na,Na,Na,_848_000_082_4172_front_en.4.200.jpg
"Te Verde — HACENDADO — 1,5 l",100 kj(24 kcal),"0,1 g","0,1 g","5,7 g","5,7 g","0,1 g","0,1 g","0,03 g","0,012 g",Na,Na,Na,Na,D,_848_000_027_8326_front_es.3.200.jpg
Huevos — Viubi — 6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_141_267_1177_front_fr.3.200.jpg
Leche  entera — Haciendado — 1L,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_010_9286_front_fr.3.200.jpg
Eau minérale — ,0 kj(0 kcal),0 g,0 g,0 g,0 g,Na,0 g,"0,79 g","0,311 g",Na,Na,Na,Na,Na,_841_338_422_2005_front_es.5.200.jpg
Spiruline — Nat & form bio — 200 comprimes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_353_540_001_6797_front_fr.3.200.jpg
Aceite de lino — Natur green — 250ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_701_150_2209_front_fr.5.200.jpg
 — Pralinutta — 750 g,2276 kj(544 kcal),33 g,10 g,54 g,53 g,Na,"6,1 g","0,15 g","0,059 g",Na,Na,Na,Na,Na,_541_029_102_3575_front_es.13.200.jpg
Bizcocho de nueces — La granja,1940 kj(464 kcal),27 g,"3,2 g",48 g,26 g,Na,"7,1 g","0,8 g","0,315 g",Na,Na,Na,Na,Na,Na
Mantequilla ligera — Central lechera asturiana — 250g,1565 kj(374 kcal),"40,4 g","26,6 g","0,1 g",0 g,Na,"2,2 g","1,5 g","0,591 g",Na,Na,Na,Na,Na,_841_029_713_2223_front_en.3.200.jpg
Atun — Isabel — 3 latas,828 kj(198 kcal),10 g,"1,5 g",0 g,0 g,0 g,27 g,"1,2 g","0,472 g",Na,Na,Na,Na,Na,_841_011_121_1202_front_es.3.200.jpg
Pechuga de pavo en lonchas — Goikoa,368 kj(88 kcal),"1,5 g","0,3 g","1,5 g","0,8 g",Na,17 g,"2,6 g","1,02 g",Na,Na,Na,Na,Na,Na
hidratacion y suavidad desodorante roll-on deliplus,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Pizza — Casatarradellas — 405g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_076_222_0059_front_fr.3.200.jpg
20185527,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
tomate frito — Orlando — 210g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_006_611_5563_front_es.5.200.jpg
Galletas — Fontaneda,1841 kj(440 kcal),"10,5 g","5,1 g",77 g,24 g,"2,1 g","7,6 g","0,83 g","0,327 g",Na,Na,Na,Na,Na,_841_000_082_6937_front_es.5.200.jpg
8480011210209,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_121_0209_front_es.4.200.jpg
8422897100045,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Falafel vegetariano — My Best Veggie — 200 g,916 kj(219 kcal),"8,6 g","0,5 g","20,3 g","3,4 g","9,7 g","10,2 g","1,4 g","0,551 g",Na,Na,Na,Na,A,_20378066_front_es.13.200.jpg
Yoghourt con frutas semi desnatada — Carrefour — 4 X 125 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_187_619_4722_front.5.200.jpg
pastis — Prado — 1l,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_07084058_front_fr.4.200.jpg
8431876171099,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_187_617_1099_front_fr.3.200.jpg
8414509040306,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_450_904_0306_front_fr.3.200.jpg
Lenteja pardina — Supersol,1430 kj(342 kcal),"1,9 g","0,4 g",52 g,"3,3 g",Na,25 g,"0,06 g","0,024 g",Na,Na,Na,Na,Na,Na
Patata snack crema y cebolla — La llanura — 176gr,2151 kj(514 kcal),28 g,"2,6 g","59,1 g",8 g,Na,"4,3 g","1,4 g","0,551 g",Na,Na,Na,Na,Na,_848_000_033_6057_front_es.4.200.jpg
Cetirizina 10mg,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_654_5362_front_es.3.200.jpg
Frenadol Junior,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_705_6577_front_es.3.200.jpg
Otix,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_700_6756_front_es.3.200.jpg
Almax Forte,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_711_1870_front_es.3.200.jpg
Grintuss pediatrico (antitusivo ),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_803_247_200_5117_front_es.3.200.jpg
Mucosan Pediatrico,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_756_8339_front_es.5.200.jpg
Fluidasa 5mg/ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_758_6234_front_es.3.200.jpg
Thrombocid,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_696_9717_front_es.3.200.jpg
Cámara inhalación,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_505_504_000_7613_front_es.3.200.jpg
Mascarilla inhalar,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_266_4371_front_es.3.200.jpg
Lephanet (higiene párpadas y ojos),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_246_1161_front_es.3.200.jpg
Tiritas Talón,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_404_950_048_7535_front_es.3.200.jpg
Queso Blanco Pasteurizado SIN LACTOSA — HACENDADO — 200g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_051_1904_front_es.3.200.jpg
Aposito estéril 10x6cm,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_174_1738_front_es.3.200.jpg
Povidona,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_847_000_997_4299_front_es.3.200.jpg
Agua oxigenada,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_187_606_4988_front_es.3.200.jpg
Alcohol de romero,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_480_754_0966_front_es.3.200.jpg
Pan de molde blanco sin corteza — Dulcesol,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_008_741_3525_front_en.3.200.jpg
Endolcidor Natreen Stevia Sobres,4 kj(1 kcal),1 g,1 g,1 g,1 g,Na,1 g,1 g,"0,394 g",Na,Na,Na,Na,Na,_841_009_105_6176_front_fr.3.200.jpg
Essentiel vitality — Tropicana — 750 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_217_475_0987_front_fr.3.200.jpg
Pan tostado — Carrefour — 1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_187_608_9721_front_fr.3.200.jpg
Special K chocolate negro — Kellogg's — 375 g,1661 kj(397 kcal),"5,9 g",3 g,72 g,21 g,"5,1 g","8,4 g","0,8 g","0,315 g",Na,Na,Na,Na,Na,_505_382_714_8733_front_es.3.200.jpg
7613036300827,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_761_303_630_0827_front_en.3.200.jpg
Biscotes — Consum — Peut,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_480_750_2841_front_fr.4.200.jpg
Flam La Fageda Vainilla,460 kj(110 kcal),"2,9 g",2 g,"18,2 g",16 g,Na,"2,9 g","0,12 g","0,047 g",Na,Na,Na,Na,Na,_842_439_514_0318_front_fr.3.200.jpg
Disiclin,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Quedo Gouda Millán vicente — 700 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Yogur Griego — 125 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
07105005,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
terra real vegetable chips — Roland monterrat,2142 kj(512 kcal),31 g,2 g,51 g,8 g,"7,5 g","3,6 g",1 g,"0,394 g",Na,Na,Na,Na,C,_072_822_912_3590_front_es.12.200.jpg
Tortetes Bicentury Blat Formatge,2046 kj(489 kcal),18 g,"2,2 g",73 g,"4,3 g",Na,"7,8 g","1,1 g","0,433 g",Na,Na,Na,Na,Na,_842_320_720_7454_front_es.3.200.jpg
Queso en dados,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Mayonesa,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Yaki sushi nori 10 feuilles fesant 28g — Hideko,1264 kj(302 kcal),"3,4 g","0,8 g","3,6 g","0,5 g",Na,"47,7 g","1,2 g","0,472 g",Na,Na,Na,Na,Na,_885_915_600_0356_front_fr.12.200.jpg
Salatmischung 4 Estaciones,121 kj(29 kcal),"0,2 g","0,02 g",5 g,"2,8 g",Na,1 g,"0,06 g","0,024 g",Na,Na,Na,Na,Na,_843_700_462_1061_front_fr.4.200.jpg
Bonito del norte — Carrefour — 400g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_356_007_108_5858_front_fr.3.200.jpg
Tablettes pour lave-vaisselle,837 kj(200 kcal),13 g,"4,5 g","6,7 g","0,8 g",Na,14 g,"0,8 g","0,315 g",Na,Na,Na,Na,Na,_20664428_front_es.3.200.jpg
Zumo exprimido naranja — Riod’oro — 1L,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24001816_front_fr.3.200.jpg
Jugo condimento — Maggi — 810 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_761_303_062_4233_front_es.6.200.jpg
2353409010339,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Marmelada Arandanos — La Vieja Fabrica — 800g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_013_401_7171_front_fr.3.200.jpg
Cappuccino,1674 kj(400 kcal),"4,1 g","3,8 g",83 g,71 g,Na,"6,8 g","1,1 g","0,433 g",Na,Na,Na,Na,Na,_848_000_011_1371_front_es.8.200.jpg
8480010189438,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_018_9438_front_es.3.200.jpg
Consum Miel de Romero 100% — 350g,1367 kj(327 kcal),0 g,0 g,80 g,80 g,0 g,"0,5 g",0 g,0 g,Na,Na,Na,Na,Na,Na
Lonchas vegetarianas — Vegalia,573 kj(137 kcal),13 g,"1,4 g","1,4 g","0,8 g",Na,"4,7 g",2 g,"0,787 g",Na,Na,Na,Na,Na,_841_032_027_8959_front_es.8.200.jpg
Rosquillas con aceite de oliva virgen extra — Hacendado — 250g,1640 kj(392 kcal),"5,6 g","0,9 g",72 g,"2,4 g",Na,"10,8 g","2,1 g","0,827 g",Na,Na,Na,Na,Na,_848_000_082_2680_front_es.3.200.jpg
Nutella — ferrero — 825g,2252 kj(538 kcal),"30,9 g","10,6 g","57,5 g","56,3 g",Na,"6,3 g","0,107 g","0,042 g",Na,Na,Na,Na,E,_301_762_042_9262_front_es.18.200.jpg
8410285190730,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_028_519_0730_front_es.4.200.jpg
Sardinas enaceite de oliva — Calvo — 100g,1351 kj(323 kcal),28 g,"4,2 g",0 g,0 g,Na,18 g,1 g,"0,394 g",Na,Na,Na,Na,Na,_841_009_054_1710_front_fr.9.200.jpg
Salvado de trigo — Carrefour — 200g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_187_624_0801_front_fr.3.200.jpg
Chocolat Tablette d'Or blanc — 200g,2276 kj(544 kcal),31 g,20 g,59 g,58 g,0 g,"7,3 g","0,31 g","0,122 g",Na,Na,Na,Na,Na,_356_470_001_0891_front_fr.11.200.jpg
Popitas Palomitas Expansionadas Dulces,1720 kj(411 kcal),"4,4 g","0,5 g",88 g,58 g,Na,3 g,"0,08 g","0,031 g",Na,Na,Na,Na,Na,_841_014_850_3769_front_es.3.200.jpg
Leche Semidesnatada — Asturiana — 1.5l,188 kj(45 kcal),"1,55 g",1 g,"4,65 g","4,65 g",Na,"3,15 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_841_029_701_2150_front.3.200.jpg
Centros de Merluza — Pescanova,439 kj(105 kcal),5 g,1 g,0 g,0 g,Na,"15,1 g","0,25 g","0,098 g",Na,Na,Na,Na,Na,Na
Indian Chai — Pompadour — 40 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Moroco mint thee — Lipton — 40g,17 kj(4 kcal),0 g,Na,"0,5 g","0,5 g",Na,"0,5 g",0 g,0 g,Na,Na,Na,Na,Na,_872_270_000_4332_front_fr.5.200.jpg
Orlando Ketchup — ,1715 kj(410 kcal),"0,1 g",0 g,"22,2 g","20,7 g",Na,"1,1 g","3,1 g","1,22 g",Na,Na,Na,Na,Na,_841_006_607_0060_front_es.3.200.jpg
8413080092650,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_308_009_2650_front_fr.3.200.jpg
Confiture — La viens fabrica — 350g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_013_401_9700_front_fr.3.200.jpg
Vet all’s choc — Trias — 125g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_172_400_0870_front_fr.3.200.jpg
Tomate frito Hacendado,331 kj(79 kcal),"3,5 g","0,3 g",10 g,"7,4 g",0 g,"1,5 g","1,2 g","0,472 g",Na,Na,Na,Na,C,_848_000_017_1320_front_es.7.200.jpg
Fromage — Havarti — 282gr,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_235_043_800_2335_front_fr.3.200.jpg
8435257047515,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_525_704_7515_front_fr.3.200.jpg
"Spécialité au soja, Cerise — Sojade — 400 g",361 kj(86 kcal),"2,1 g","0,3 g","12,7 g","12,1 g",Na,"3,8 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_327_322_018_3144_front_fr.23.200.jpg
"Repas Mots D'enfants Jambon, 18-36 Mois Pomme Terre",297 kj(71 kcal),"2,2 g","0,7 g","9,2 g","0,6 g","1,7 g","2,8 g","0,268 g","0,106 g",Na,Na,Na,Na,Na,_356_470_046_7084_front_fr.10.200.jpg
Colageno Magnesio — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Tarrito Patatas Y Zanahoria Con Carne Hipp 250 GR +,305 kj(73 kcal),"2,9 g","0,7 g","8,8 g","1,3 g",Na,"2,4 g","0,28 g","0,11 g",Na,Na,Na,Na,Na,_406_230_037_3099_front_es.13.200.jpg
Fideos Medianos — 500 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
5708776000198,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_570_877_600_0198_front_es.3.200.jpg
3173287636983,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Aceite de árgan — Lahierbaviva — 100m,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_510_330_8982_front_fr.3.200.jpg
The Simpsons Minis 5 Céréales — Arluy,1862 kj(445 kcal),18 g,"4,1 g",66 g,27 g,"3,5 g","5,1 g","0,8 g","0,315 g",Na,Na,Na,Na,Na,_841_015_607_2882_front_fr.20.200.jpg
Bonito del Norte — De nuestra tierra — 320g neto,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_187_606_3448_front_fr.4.200.jpg
Aloë Vera — Natysal — 1 litre,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
8413100612608,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
fresa — hero — 345 g,1025 kj(245 kcal),"0,2 g",0 g,60 g,58 g,Na,"0,4 g",Na,Na,Na,Na,Na,Na,Na,Na
Sel — 1 kg,0 kj(0 kcal),0 g,0 g,0 g,0 g,Na,0 g,"98,25 g","38,681 g",Na,Na,Na,Na,Na,_20796792_front_es.7.200.jpg
skaviar,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_145_502_4145_front_en.3.200.jpg
Gullon digestive choco sin azúcares — Marks & Spencer,1879 kj(449 kcal),21 g,7 g,63 g,"0,5 g",Na,7 g,"0,7 g","0,276 g",Na,Na,Na,Na,Na,_841_037_602_4326_front_en.3.200.jpg
Ripieni tradizionali (ravioli 5 quesos) — Buitoni,1250 kj(299 kcal),"9,5 g","3,5 g",39 g,"4,5 g",Na,12 g,"1,3 g","0,512 g",Na,Na,Na,Na,Na,Na
Nocilla 0% — 100g,1845 kj(441 kcal),29 g,"8,8 g",52 g,"5,5 g",13 g,"4,5 g","0,1 g","0,039 g",Na,Na,Na,Na,Na,_841_001_444_8170_front_es.5.200.jpg
10 Tortillas Integrales — Hacendado,1297 kj(310 kcal),"7,8 g","3,9 g",50 g,"7,5 g","4,4 g",8 g,"1,4 g","0,551 g",Na,Na,Na,Na,C,_848_000_080_8684_front_es.6.200.jpg
Filetes de melva en aceite de girasol — Hacendado — 90 g,1268 kj(303 kcal),24 g,"2,4 g","< 0,5 g","< 0,5 g",Na,"21,6 g","0,7 g","0,276 g",Na,Na,Na,Na,Na,_848_000_018_1107_front_es.6.200.jpg
Salteado de espinacas con pasas y piñones — La Sirena,364 kj(87 kcal),5 g,"0,5 g","6,4 g",3 g,Na,"2,9 g","0,5 g","0,197 g",Na,Na,Na,Na,Na,Na
Albo Atún Claro Aceite De Oliva Virgen Extra,1577 kj(377 kcal),33 g,"4,8 g",0 g,0 g,Na,20 g,"0,88 g","0,346 g",Na,Na,Na,Na,Na,_841_003_200_3207_front_es.4.200.jpg
Leche enriquecida con calcio 100% natural — Hacendado — 1litro,418 kj(100 kcal),"0,8 g","0,5 g",13 g,13 g,Na,"9,8 g","0,33 g","0,13 g",Na,Na,Na,Na,Na,_848_000_010_8883_front_es.3.200.jpg
8433329063180,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_332_906_3180_front_es.4.200.jpg
Patatas — 5 kg,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Fairy Ultra — 350 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Fregona Súper Absorbente,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
"12 Paquets De Assortiment Snack Salés ""Minicrackers"" — Gullón — 350 g",2054 kj(491 kcal),22 g,10 g,65 g,10 g,Na,7 g,"2,24 g","0,882 g",Na,Na,Na,Na,Na,_841_037_601_4051_front_fr.8.200.jpg
Bifidus — 125 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
8414516087226,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_841_451_608_7226_front_es.3.200.jpg
Vermicelles,1439 kj(344 kcal),2 g,"0,5 g",68 g,"3,5 g",Na,12 g,"0,03 g","0,012 g",Na,Na,Na,Na,Na,_848_001_700_5151_front_es.3.200.jpg
Leche de cabra — Puleva — 1 litro,188 kj(45 kcal),"1,5 g","0,9 g","4,5 g","4,5 g",Na,"3,3 g","0,15 g","0,059 g",Na,Na,Na,Na,Na,_841_170_000_3987_front_es.3.200.jpg
Nata 35% Asturiana Esp. montar — Central Lechera Asturiana — 500 ml,1406 kj(336 kcal),"35,1 g","23,7 g","3,1 g","3,1 g",Na,2 g,"0,1 g","0,039 g",Na,Na,Na,Na,D,_841_029_702_0018_front_es.3.200.jpg
6 Huevos frescos — Huevos Guillén S.L.,623 kj(149 kcal),"11,1 g","3,1 g","< 0,5 g","< 0,5 g",Na,"12,5 g","0,36 g","0,142 g",Na,Na,Na,Na,B,_841_138_400_5413_front_es.3.200.jpg
